,SalePrice,zhvi_px,zhvi_idx,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,NewConstruction,PropertyType_Multiplex,PropertyType_Single Family,PropertyType_Townhouse,ZipGroup,AdjSalePrice
265,319950,415100,0.953814338235294,1,7000,2240,600,2.25,3,8,1981,0,0,66000,185000,0,0,1,0,1,335443.0
266,245000,403500,0.927159926470588,1,3900,1480,0,1.75,3,7,1980,0,0,66000,162000,0,0,1,0,1,264248.0
267,297000,407700,0.936810661764706,1,6800,1490,360,2.5,3,7,1987,0,0,66000,141000,0,0,1,0,1,317033.0
268,329950,430900,0.990119485294118,1,5950,1940,460,1.75,3,8,1979,0,0,66000,209000,0,0,1,0,1,333243.0
269,315000,396500,0.911075367647059,1,7500,2010,680,2.75,3,8,1983,0,0,66000,174000,0,0,1,0,1,345745.0
270,299950,425600,0.977941176470588,1,6930,1910,440,2.5,3,7,1981,0,0,66000,206000,0,0,1,0,1,306716.0
271,329500,411100,0.944623161764706,1,9904,1570,600,2.25,2,7,1983,0,1,97000,133000,0,0,1,0,0,348816.0
272,73000,313600,0.720588235294118,1,7201,2120,860,2.5,5,7,2012,0,0,81000,238000,0,0,1,0,1,101306.0
273,73000,313600,0.720588235294118,1,7561,2110,820,2.5,5,7,2012,0,0,81000,237000,0,0,1,0,1,101306.0
274,229950,423400,0.972886029411765,1,10101,1400,700,2.0,4,6,1942,0,0,97000,145000,0,0,1,0,1,236359.0
275,146000,417900,0.960248161764706,1,9750,780,0,1.0,2,6,1937,0,1,87000,49000,0,0,1,0,1,152044.0
277,380950,434600,0.998621323529412,1,5031,1620,0,2.5,3,7,2000,0,0,89000,229000,0,0,1,0,2,381476.0
278,335000,394900,0.907398897058823,1,5992,1620,0,2.5,3,7,2001,0,0,90000,230000,0,0,1,0,2,369187.0
279,419950,427800,0.982996323529412,1,4643,1980,0,2.25,3,7,2001,0,0,88000,252000,0,0,1,0,2,427214.0
280,380000,390600,0.897518382352941,1,4643,1980,0,2.25,3,7,2001,0,0,88000,252000,0,0,1,0,2,423390.0
281,375000,407700,0.936810661764706,1,4354,1960,0,2.25,3,7,2000,0,0,88000,244000,0,0,1,0,2,400294.0
282,359950,396500,0.911075367647059,1,3577,1510,0,2.25,3,7,2000,0,0,87000,217000,0,0,1,0,2,395083.0
283,497500,430900,0.990119485294118,1,33300,920,0,1.0,2,7,1946,0,0,285000,5000,0,0,1,0,0,502465.0
284,480000,357100,0.820542279411765,1,7727,2680,0,2.5,3,9,2007,0,0,171000,403000,1,0,1,0,0,584979.0
285,400000,312200,0.717371323529412,1,5267,2570,0,2.5,4,9,2007,0,0,159000,395000,0,0,1,0,0,557591.0
286,355950,427800,0.982996323529412,1,9584,1410,0,1.0,3,7,1951,0,0,182000,156000,0,0,1,0,0,362107.0
287,600000,396500,0.911075367647059,3,44083,3930,1720,4.5,7,10,1992,0,0,287000,498000,0,1,0,0,0,658562.0
288,390000,377500,0.867417279411765,1,8456,1560,0,1.75,3,7,1970,0,0,164000,243000,0,0,1,0,0,449611.0
289,445000,322000,0.739889705882353,1,21370,2800,0,2.5,4,8,2003,0,0,200000,331000,0,0,1,0,0,601441.0
290,308950,434600,0.998621323529412,1,10296,1090,0,1.0,3,6,1950,0,0,174000,89000,0,0,1,0,0,309377.0
293,310000,383200,0.880514705882353,1,13167,1210,0,1.0,2,6,1949,0,0,299000,1000,0,0,1,0,0,352067.0
294,302000,434600,0.998621323529412,1,15000,1040,0,0.75,3,6,1941,0,1,194000,92000,0,0,1,0,0,302417.0
295,250000,429900,0.987821691176471,1,9848,1170,0,1.5,3,7,1963,0,1,164000,101000,0,0,1,0,0,253082.0
297,225000,411100,0.944623161764706,1,9695,1360,300,1.75,3,7,1969,0,0,58000,126000,0,0,1,0,1,238190.0
298,585000,423400,0.972886029411765,1,3565,1960,0,4.25,4,7,1940,2003,0,250000,328000,0,0,1,0,4,601304.0
299,655000,432100,0.992876838235294,1,5750,2160,1080,1.75,3,7,1909,0,0,232000,309000,0,0,1,0,4,659699.0
300,635000,418400,0.961397058823529,1,5750,2160,1080,1.75,3,7,1909,0,0,232000,309000,0,0,1,0,4,660497.0
301,799000,433500,0.99609375,1,435191,2880,1200,3.0,4,9,1965,0,0,0,0,0,0,1,0,1,802133.0
302,280000,418300,0.961167279411765,1,58411,1200,0,1.75,3,7,1978,0,0,113000,151000,0,0,1,0,3,291312.0
303,449950,429600,0.987132352941177,1,18910,2750,1100,2.5,5,8,1967,0,0,59500,208000,0,0,1,0,1,455815.0
304,255000,400600,0.920496323529412,1,43560,1200,0,1.0,4,6,1968,0,0,130000,102000,0,0,1,0,2,277024.0
305,357000,337200,0.774816176470588,1,35245,2500,920,2.75,3,7,2000,0,0,121000,218000,0,0,1,0,2,460754.0
307,420000,433500,0.99609375,1,5000,910,0,1.0,2,7,1924,0,0,268000,177000,0,0,1,0,2,421647.0
308,468000,430900,0.990119485294118,1,5000,1190,0,2.0,2,7,1915,0,0,254000,239000,0,0,1,0,2,472670.0
309,168000,396500,0.911075367647059,1,4000,660,0,1.0,2,5,1935,0,0,76000,57000,0,0,1,0,0,184397.0
310,320000,411100,0.944623161764706,1,4196,1260,600,1.0,3,7,1942,0,1,72000,169000,0,0,1,0,4,338759.0
311,275000,400600,0.920496323529412,1,6800,1200,0,1.75,3,7,1990,0,0,81000,139000,0,0,1,0,0,298752.0
312,317000,392100,0.900965073529412,1,29228,1240,0,1.0,2,6,1939,0,2,109000,89000,0,0,1,0,0,351845.0
313,148000,400200,0.919577205882353,1,8261,620,0,1.0,2,5,1939,0,0,85000,116000,0,0,1,0,0,160944.0
314,324950,383200,0.880514705882353,1,13700,970,0,1.0,2,7,1949,0,0,92000,107000,0,0,1,0,0,369046.0
315,224950,339400,0.779871323529412,1,7874,840,0,1.0,2,6,1956,0,0,189000,54000,0,0,1,0,4,288445.0
316,325000,418300,0.961167279411765,1,7200,1300,0,1.0,3,7,1952,0,0,90000,208000,0,0,1,0,4,338131.0
317,395000,407400,0.936121323529412,1,14000,2110,820,2.0,5,6,1944,0,0,94000,108000,0,0,1,0,4,421954.0
318,310000,433200,0.995404411764706,1,10000,1570,0,2.0,5,6,1953,0,0,88000,108000,0,0,1,0,4,311431.0
319,379000,350300,0.804917279411765,1,8803,2620,0,2.75,5,8,2008,0,0,85000,303000,0,0,1,0,4,470856.0
320,399950,383200,0.880514705882353,1,21534,1310,0,1.5,3,7,1961,0,0,195000,174000,0,0,1,0,4,454223.0
321,102500,402000,0.923713235294118,1,4320,2280,890,2.5,4,7,2015,0,0,76000,304000,0,0,1,0,0,110965.0
322,390000,377500,0.867417279411765,1,220414,2190,860,2.25,3,7,1976,0,0,247000,170000,0,0,1,0,3,449611.0
323,550000,430900,0.990119485294118,1,51836,2600,800,2.5,4,8,1987,0,0,163000,296000,0,0,1,0,3,555489.0
324,401500,335900,0.771829044117647,1,43560,2500,1200,2.75,4,8,1977,0,0,161000,324000,0,0,1,0,3,520193.0
325,625000,396500,0.911075367647059,1,13187,1800,0,2.5,3,9,1975,0,0,250000,321000,0,0,1,0,2,686003.0
326,1350000,430900,0.990119485294118,1,9411,3370,0,2.25,4,10,1988,0,0,391000,500000,0,0,1,0,3,1363472.0
327,480000,360700,0.828814338235294,1,2726,1230,350,1.0,2,7,1920,0,0,228000,257000,0,0,1,0,4,579141.0
328,432000,387600,0.890625,1,3680,1550,500,1.75,3,7,1927,0,1,258000,282000,0,0,1,0,4,485053.0
329,525500,350900,0.806295955882353,1,3750,1420,0,1.0,3,7,1927,0,0,272000,337000,0,0,1,0,4,651746.0
330,469922,415100,0.953814338235294,1,4000,1240,0,1.0,3,7,1930,0,0,265000,262000,0,0,1,0,4,492677.0
331,1692000,313600,0.720588235294118,1,963702,5150,790,3.75,4,11,1997,0,0,462543,1537000,0,0,1,0,3,2348082.0
332,579500,432100,0.992876838235294,1,8212,4700,1580,4.75,7,8,1980,2010,0,154000,431000,0,0,1,0,4,583657.0
333,345000,350300,0.804917279411765,1,9800,2130,600,2.5,4,7,1959,0,0,287000,126000,0,0,1,0,4,428615.0
334,385000,370700,0.851792279411765,1,11367,1840,0,1.5,4,7,1950,0,0,172000,191000,0,0,1,0,4,451988.0
338,415000,434200,0.997702205882353,1,10911,2060,700,1.75,5,7,1954,0,0,176000,226000,0,0,1,0,4,415956.0
339,399900,434600,0.998621323529412,1,10200,2020,480,1.0,5,8,1959,0,1,164000,222000,0,0,1,0,0,400452.0
341,280000,434200,0.997702205882353,1,9306,860,0,1.0,2,6,1942,0,0,172000,125000,0,0,1,0,4,280645.0
342,370000,404400,0.929227941176471,1,9004,2100,250,3.0,4,7,1903,2010,0,287000,197000,0,0,1,0,4,398180.0
344,351500,347800,0.799172794117647,1,8800,1830,440,2.25,3,8,1991,0,0,169000,302000,0,0,1,0,4,439830.0
348,450000,433200,0.995404411764706,1,30964,1170,0,1.0,3,7,1946,0,0,256000,62000,0,0,1,0,0,452078.0
349,395000,411100,0.944623161764706,1,27468,1830,0,1.75,3,7,1954,0,1,270000,89000,0,0,1,0,0,418156.0
350,899950,429600,0.987132352941177,1,31500,2510,510,2.75,4,8,1930,2011,0,281000,304000,0,0,1,0,0,911681.0
351,360000,387600,0.890625,1,14928,2300,840,2.75,4,7,1978,0,0,216000,185000,0,0,1,0,0,404211.0
352,393000,434200,0.997702205882353,1,10400,1720,420,2.5,3,8,1992,0,1,150000,244000,0,0,1,0,0,393905.0
353,378000,425200,0.977022058823529,1,10731,1530,0,1.75,3,7,1986,0,0,193000,152000,0,0,1,0,0,386890.0
357,485000,381600,0.876838235294118,1,45738,1880,470,1.75,3,8,1980,0,0,217000,281000,0,0,1,0,3,553124.0
358,680000,431300,0.991038602941177,1,52648,2450,480,3.0,4,8,1999,0,0,241000,359000,0,0,1,0,3,686149.0
359,355000,404400,0.929227941176471,1,6500,1130,0,1.0,3,6,1948,0,1,150000,124000,0,0,1,0,0,382038.0
360,290000,418300,0.961167279411765,1,4500,2180,810,2.75,4,7,2004,0,0,64000,167000,0,0,1,0,1,301716.0
361,295000,430900,0.990119485294118,1,4774,1570,0,2.5,3,7,2003,0,0,61000,146000,0,0,1,0,1,297944.0
362,230000,349100,0.802159926470588,1,5000,2020,0,2.5,4,7,2003,0,0,61000,169000,0,0,1,0,1,286726.0
363,297000,407400,0.936121323529412,1,8000,1110,0,2.0,2,7,1937,0,0,85000,146000,0,0,1,0,1,317267.0
364,265000,400200,0.919577205882353,1,9450,1620,0,2.25,3,7,1928,0,0,87000,117000,0,0,1,0,1,288176.0
365,314000,434600,0.998621323529412,1,14746,1690,490,1.0,2,6,1948,0,0,94000,106000,0,0,1,0,1,314434.0
366,187000,345800,0.794577205882353,3,7667,2450,1190,4.0,4,7,1920,0,2,74000,141000,0,1,0,0,1,235345.0
367,365539,433500,0.99609375,1,2775,1540,650,1.0,2,6,1952,0,0,147000,195000,0,0,1,0,4,366972.0
368,560000,378200,0.869025735294118,1,2500,2000,190,2.5,2,8,1994,0,0,162000,432000,0,0,1,0,4,644400.0
369,588500,415100,0.953814338235294,1,6000,1970,880,1.75,3,8,1910,1970,2,213000,448000,0,0,1,0,4,616996.0
370,485000,314100,0.721737132352941,1,6000,1970,880,1.75,3,8,1910,1970,2,213000,448000,0,0,1,0,4,671990.0
371,812500,427800,0.982996323529412,2,6435,1680,760,2.0,4,6,1920,0,2,746000,10000,0,1,0,0,4,826554.0
372,800000,429900,0.987821691176471,3,4440,2100,0,2.5,3,7,1945,0,2,609000,93000,0,1,0,0,4,809863.0
373,740000,411700,0.946001838235294,1,6050,2600,640,2.75,4,8,1949,0,0,228000,480000,0,0,1,0,4,782239.0
374,660000,433500,0.99609375,1,4844,2620,910,1.5,3,8,1927,0,2,234000,491000,0,0,1,0,4,662588.0
377,850000,404400,0.929227941176471,1,8239,3090,1000,3.75,4,9,1925,0,0,470000,571000,0,0,1,0,4,914738.0
378,775000,414800,0.953125,2,7042,2440,800,2.75,4,7,1941,0,1,312000,379000,0,0,1,0,4,813115.0
379,665000,321600,0.738970588235294,1,4296,2790,0,2.5,3,9,2007,0,1,253000,636000,0,0,1,0,4,899900.0
380,730000,421200,0.967830882352941,1,7900,2580,1050,3.0,3,9,1961,0,0,457000,575000,0,0,1,0,4,754264.0
381,595000,318000,0.730698529411765,1,4800,2340,400,2.75,3,8,1947,1991,0,248000,452000,0,0,1,0,4,814289.0
382,750000,315500,0.724954044117647,1,4440,3070,1040,3.5,4,9,1922,2007,0,240000,596000,0,0,1,0,4,1034548.0
383,832000,400600,0.920496323529412,3,4718,2110,500,2.75,3,7,1951,0,1,387000,231000,0,1,0,0,4,903860.0
384,1010000,400300,0.919806985294118,1,1838,2380,500,3.25,3,10,2005,0,1,319000,506000,0,0,0,1,4,1098056.0
385,1171000,411100,0.944623161764706,1,13345,2970,510,3.5,4,10,1993,0,1,411000,673000,0,0,1,0,4,1239648.0
386,665000,396500,0.911075367647059,1,4497,2850,1120,2.0,4,7,1910,0,0,308000,343000,0,0,1,0,4,729907.0
387,635000,327500,0.752527573529412,1,9244,3020,600,3.25,4,10,1989,0,0,291000,521000,0,0,1,0,3,843823.0
388,341000,407700,0.936810661764706,2,6342,1700,0,1.75,3,6,1923,0,0,172000,223000,0,0,1,0,0,364001.0
389,369950,383200,0.880514705882353,1,10500,1240,0,1.0,2,7,1936,0,0,202000,206000,0,0,1,0,0,420152.0
390,300000,414800,0.953125,1,7875,2780,0,3.25,4,9,2006,0,0,180000,663000,0,0,1,0,0,314754.0
391,759000,434600,0.998621323529412,1,7875,2780,0,3.25,4,9,2006,0,0,180000,663000,1,0,1,0,0,760048.0
392,330000,407700,0.936810661764706,1,7228,980,0,1.0,3,7,1946,0,0,177000,143000,0,0,1,0,0,352259.0
393,449000,434600,0.998621323529412,1,7980,1440,0,2.5,3,7,1979,0,0,180000,240000,0,0,1,0,0,449620.0
394,485000,403200,0.926470588235294,1,7350,2080,830,2.25,3,7,1990,0,0,177000,236000,0,0,1,0,0,523492.0
395,420000,404400,0.929227941176471,1,9167,860,0,1.0,1,6,1934,0,0,190000,149000,0,0,1,0,0,451988.0
398,848000,430900,0.990119485294118,1,4382,2950,820,3.25,4,9,2000,0,1,228000,555000,0,0,1,0,2,856462.0
401,290000,350900,0.806295955882353,1,1363,1370,0,2.25,3,8,2009,0,2,88000,254000,1,0,0,1,0,359669.0
402,696500,414800,0.953125,1,7632,2620,0,2.5,3,9,2006,0,0,180000,460000,1,0,1,0,0,730754.0
405,237500,312300,0.717601102941177,1,9375,1240,0,1.5,3,7,1955,0,0,190000,163000,0,0,1,0,0,330964.0
406,325000,407700,0.936810661764706,1,8304,1570,0,1.0,4,7,1905,0,1,91000,161000,0,0,1,0,1,346922.0
408,324000,418300,0.961167279411765,1,3000,1190,0,2.5,3,7,2002,0,0,68000,178000,0,0,1,0,1,337090.0
409,119950,332700,0.764476102941177,1,3000,840,0,1.0,3,5,1943,0,0,68000,62000,0,0,1,0,1,156905.0
411,255000,383200,0.880514705882353,1,7000,2640,1130,3.0,5,7,2010,0,0,93000,266000,0,0,1,0,1,289603.0
413,310000,350800,0.806066176470588,1,4500,2520,0,2.5,3,8,2009,0,0,80000,312000,1,0,1,0,1,384584.0
414,320000,347800,0.799172794117647,1,4500,2480,0,2.5,4,8,2010,0,0,80000,320000,1,0,1,0,1,400414.0
415,280000,411100,0.944623161764706,1,17700,1810,800,1.0,3,6,1941,2009,2,119000,154000,0,0,1,0,1,296414.0
416,249950,360700,0.828814338235294,1,7500,1880,900,2.0,4,6,1946,0,0,89000,144000,0,0,1,0,1,301575.0
417,212000,417900,0.960248161764706,1,7500,1880,900,2.0,4,6,1946,0,0,89000,144000,0,0,1,0,1,220776.0
418,539950,411100,0.944623161764706,1,7043,2330,870,2.5,3,8,1976,0,0,152000,333000,0,0,1,0,2,571604.0
419,870000,396500,0.911075367647059,1,9525,2600,1300,2.5,4,8,1970,0,0,564000,200000,0,0,1,0,3,954916.0
420,877000,400600,0.920496323529412,1,10160,2250,0,2.5,4,9,1967,0,0,595000,207000,0,0,1,0,3,952747.0
421,870000,429600,0.987132352941177,1,10125,2790,0,3.5,4,8,1985,0,0,595000,452000,0,0,1,0,3,881341.0
422,790000,407400,0.936121323529412,1,10125,2790,0,3.5,4,8,1985,0,0,595000,452000,0,0,1,0,3,843908.0
423,655000,425600,0.977941176470588,1,9525,1920,130,2.25,5,8,1961,0,0,595000,186000,0,0,1,0,3,669774.0
424,858450,432100,0.992876838235294,1,9525,2910,0,2.75,4,8,1965,0,0,595000,343000,0,0,1,0,3,864609.0
426,855000,396500,0.911075367647059,1,10125,2910,990,2.75,4,8,1963,2004,0,595000,457000,0,0,1,0,3,938451.0
427,1127555,392100,0.900965073529412,1,9525,3160,0,3.75,4,10,1997,0,0,595000,584000,0,0,1,0,3,1251497.0
428,1315000,397900,0.914292279411765,1,9525,3160,0,3.75,4,10,1997,0,0,595000,584000,0,0,1,0,3,1438271.0
429,710000,421200,0.967830882352941,1,9525,1910,0,2.75,3,7,1990,0,0,595000,208000,0,0,1,0,3,733599.0
430,1192000,315500,0.724954044117647,1,9525,3570,0,3.5,4,10,2004,0,0,595000,751000,0,0,1,0,3,1644242.0
431,854950,429600,0.987132352941177,1,9525,2250,0,2.25,4,8,1966,0,0,595000,294000,0,0,1,0,3,866095.0
432,900000,351800,0.808363970588235,1,11430,2160,0,2.5,3,8,1959,2009,0,595000,513000,0,0,1,0,3,1113360.0
433,435000,415100,0.953814338235294,1,14276,1510,640,0.75,4,8,1968,0,0,130000,138000,0,0,1,0,0,456064.0
434,342000,418400,0.961397058823529,1,20383,1140,300,1.5,3,7,1985,0,0,167000,109000,0,0,1,0,3,355732.0
435,345000,434200,0.997702205882353,1,15258,1100,0,1.5,3,7,1985,0,0,156000,110000,0,0,1,0,3,345795.0
436,389950,411700,0.946001838235294,1,15200,1960,0,1.0,3,7,1986,0,0,156000,204000,0,0,1,0,3,412209.0
437,359000,430900,0.990119485294118,1,18678,1140,0,1.0,3,7,1985,0,0,164000,105000,0,0,1,0,3,362583.0
438,199000,321600,0.738970588235294,1,2796,1738,682,2.5,4,7,2005,0,0,78000,170000,0,0,1,0,1,269294.0
439,259950,400600,0.920496323529412,1,15611,1430,600,1.5,3,6,1918,0,0,94000,111000,0,0,1,0,2,282402.0
440,156750,351800,0.808363970588235,1,25710,2070,0,2.5,3,6,1917,0,1,103000,173000,0,0,1,0,2,193910.0
441,275000,400300,0.919806985294118,1,10887,1240,0,1.75,3,6,1987,0,0,118000,99000,0,0,1,0,2,298976.0
442,257500,383200,0.880514705882353,1,10956,1240,0,1.75,3,6,1987,0,0,118000,89000,0,0,1,0,2,292443.0
443,270000,414800,0.953125,1,9680,1470,0,1.75,3,8,1968,0,0,85000,135000,0,0,1,0,2,283279.0
444,320000,322000,0.739889705882353,1,8740,1170,0,1.75,3,7,1968,0,0,269000,134000,0,0,1,0,3,432497.0
445,675000,430900,0.990119485294118,1,3245,2710,220,2.5,4,8,1916,2003,1,162000,581000,0,0,1,0,4,681736.0
446,412750,360700,0.828814338235294,1,5750,1580,690,1.75,3,7,1949,0,0,229000,237000,0,0,1,0,4,498001.0
447,387000,345800,0.794577205882353,1,3393,970,0,1.0,2,6,1909,0,0,177000,211000,0,0,1,0,4,487051.0
448,632500,434200,0.997702205882353,1,5850,2370,120,2.75,4,7,1928,1991,0,229000,355000,0,0,1,0,4,633957.0
449,554000,396500,0.911075367647059,1,6440,1940,970,2.0,3,7,1940,0,0,314000,275000,0,0,1,0,4,608073.0
450,356000,315500,0.724954044117647,1,5800,1340,0,1.0,4,7,1914,0,0,290000,185000,0,0,1,0,4,491066.0
451,750000,407700,0.936810661764706,1,5850,2240,400,2.25,5,8,1915,0,0,275000,355000,0,0,1,0,4,800589.0
452,375000,421200,0.967830882352941,1,4292,1390,450,1.0,2,6,1925,0,0,212000,212000,0,0,1,0,4,387464.0
454,490000,411100,0.944623161764706,1,7202,2170,0,2.5,4,8,1993,0,2,158000,274000,0,0,1,0,0,518725.0
455,575000,434600,0.998621323529412,1,5569,2930,1070,2.75,3,9,2004,0,1,143000,434000,0,0,1,0,3,575794.0
456,465000,325300,0.747472426470588,1,5569,2930,1070,2.75,3,9,2004,0,1,143000,434000,0,0,1,0,3,622097.0
459,523000,400300,0.919806985294118,1,6346,1930,0,2.5,3,9,1989,0,0,205000,345000,0,0,1,0,0,568598.0
460,600000,433200,0.995404411764706,1,8111,2340,0,2.5,3,9,1989,0,0,218000,306000,0,0,1,0,0,602770.0
461,725000,396500,0.911075367647059,1,12627,2320,0,2.0,3,9,1989,0,0,224000,451000,0,0,1,0,0,795763.0
462,525000,394900,0.907398897058823,1,7440,2360,0,2.5,4,9,1989,0,0,205000,389000,0,0,1,0,0,578577.0
463,459500,330600,0.759650735294118,1,9586,2050,680,2.25,4,8,1984,0,0,220000,295000,0,0,1,0,3,604883.0
464,438750,350800,0.806066176470588,1,8469,1960,0,2.5,3,8,1984,0,0,220000,296000,0,0,1,0,3,544310.0
468,570000,404400,0.929227941176471,1,10377,1640,460,2.25,3,7,1967,0,0,453000,58000,0,0,1,0,2,613412.0
469,700000,387600,0.890625,1,10700,2390,1100,2.5,3,7,1967,0,0,453000,137000,0,0,1,0,2,785965.0
471,1100000,431300,0.991038602941177,1,11216,1900,0,2.5,3,10,1996,0,0,292000,498000,0,0,1,0,3,1109947.0
472,335000,321600,0.738970588235294,1,18009,1660,0,1.75,3,7,1980,0,0,212000,142000,0,0,1,0,3,453333.0
473,450000,396500,0.911075367647059,1,20794,2780,890,2.75,4,7,1977,0,0,215000,252000,0,0,1,0,3,493922.0
474,366000,407700,0.936810661764706,1,17335,1640,800,1.0,2,7,1978,0,0,212000,90000,0,0,1,0,3,390687.0
475,345000,425200,0.977022058823529,1,17335,1640,800,1.0,2,7,1978,0,0,212000,90000,0,0,1,0,3,353114.0
476,735000,429600,0.987132352941177,1,21270,3270,0,2.5,4,9,2007,0,0,205000,427000,0,0,1,0,3,744581.0
477,407000,318700,0.732306985294118,1,47916,2440,350,2.25,3,8,1991,0,0,230000,256000,0,0,1,0,3,555778.0
478,464990,352600,0.810202205882353,1,23435,2439,0,2.5,3,8,1999,0,0,208000,269000,0,0,1,0,3,573918.0
479,150000,385000,0.884650735294118,1,54450,1540,0,2.0,2,7,1983,0,0,244000,140000,0,0,1,0,3,169558.0
480,500000,350900,0.806295955882353,1,38307,2190,0,2.5,3,9,1996,0,0,261000,282000,0,0,1,0,2,620120.0
481,565000,357100,0.820542279411765,1,31238,2150,0,2.75,3,9,1996,0,0,254000,281000,0,0,1,0,2,688569.0
482,566000,421200,0.967830882352941,1,47081,2650,0,2.5,4,9,1997,0,0,249000,336000,0,0,1,0,2,584813.0
483,720000,433200,0.995404411764706,1,40105,3130,0,2.5,4,9,1997,0,0,248000,399000,0,0,1,0,2,723324.0
484,624950,387600,0.890625,1,31774,2970,940,3.0,4,9,1998,0,0,237000,339000,0,0,1,0,2,701698.0
485,610000,411700,0.946001838235294,1,43703,3060,810,3.5,5,9,1998,0,0,232000,373000,0,0,1,0,2,644819.0
486,600000,403200,0.926470588235294,1,32780,2690,0,2.5,4,9,1998,0,0,233000,333000,0,0,1,0,2,647619.0
487,547000,312200,0.717371323529412,1,34203,2840,0,2.5,4,9,1997,0,0,256000,380000,0,0,1,0,2,762506.0
488,535000,313600,0.720588235294118,1,63118,2770,0,2.5,4,9,1997,0,0,261000,336000,0,0,1,0,2,742449.0
489,463500,418400,0.961397058823529,1,15297,2120,0,2.5,3,7,2007,0,0,220000,220000,0,0,1,0,3,482111.0
490,374950,431300,0.991038602941177,1,9879,1130,0,2.0,3,6,1996,0,0,195000,86000,0,0,1,0,3,378340.0
491,260000,350300,0.804917279411765,1,9879,1130,0,2.0,3,6,1996,0,0,195000,86000,0,0,1,0,3,323015.0
492,380000,432100,0.992876838235294,1,8946,1680,740,2.0,3,6,1996,0,0,206000,112000,0,0,1,0,3,382726.0
493,439000,345800,0.794577205882353,1,55387,2450,0,2.5,4,9,1994,0,0,257000,344000,0,0,1,0,3,552495.0
494,495000,347800,0.799172794117647,1,24904,1930,0,2.5,3,9,1994,0,0,246000,289000,0,0,1,0,3,619390.0
495,650000,380400,0.874080882352941,1,24703,2980,0,2.5,4,9,1993,0,0,246000,389000,0,0,1,0,3,743638.0
496,529900,349100,0.802159926470588,1,33881,2330,0,2.5,3,9,1994,0,0,256000,329000,0,0,1,0,3,660591.0
497,540000,351600,0.807904411764706,1,32772,2320,0,2.5,3,9,1992,0,0,255000,340000,0,0,1,0,3,668396.0
498,662500,431300,0.991038602941177,1,33305,2470,0,2.5,4,9,1993,0,0,255000,349000,0,0,1,0,3,668491.0
499,554000,350800,0.806066176470588,1,33305,2470,0,2.5,4,9,1993,0,0,255000,349000,0,0,1,0,3,687288.0
500,514000,365000,0.838694852941177,1,21546,2650,0,2.5,3,9,1996,0,1,230000,360000,0,0,1,0,3,612857.0
501,750000,411100,0.944623161764706,1,42060,2930,0,2.5,3,9,1994,0,0,263000,389000,0,0,1,0,3,793967.0
502,699950,418400,0.961397058823529,1,62290,2290,0,2.5,3,9,1996,0,0,262000,335000,0,0,1,0,3,728055.0
503,1600000,407700,0.936810661764706,1,6006,3410,620,3.25,3,10,1946,0,2,325000,806000,0,0,1,0,4,1707922.0
505,512775,431300,0.991038602941177,1,4087,2260,0,2.75,4,8,2007,0,0,159000,350000,1,0,1,0,3,517412.0
513,600000,404400,0.929227941176471,1,6099,2430,960,2.5,4,8,1965,0,0,340000,449000,0,0,1,0,4,645697.0
514,310000,337200,0.774816176470588,1,8546,1590,0,1.75,3,8,1959,0,0,180000,225000,0,0,1,0,0,400095.0
515,389950,349100,0.802159926470588,1,8250,2180,820,2.5,4,7,1959,0,0,180000,182000,0,0,1,0,0,486125.0
516,415000,434200,0.997702205882353,1,9600,1610,0,1.75,3,8,1959,0,0,164000,198000,0,0,1,0,0,415956.0
517,420000,403200,0.926470588235294,1,9600,1610,0,1.75,3,8,1959,0,0,164000,198000,0,0,1,0,0,453333.0
518,832500,352600,0.810202205882353,1,7480,2480,1240,2.0,3,8,1954,0,0,444000,299000,0,0,1,0,4,1027521.0
519,218000,400600,0.920496323529412,1,31500,2488,0,2.0,3,8,1916,2007,0,89000,207000,0,0,1,0,1,236829.0
520,272000,327500,0.752527573529412,1,22482,2120,760,2.5,3,7,1979,0,0,76000,224000,0,0,1,0,1,361449.0
521,390000,390600,0.897518382352941,1,15069,2400,0,2.5,4,8,1991,0,0,72000,233000,0,0,1,0,1,434531.0
522,538000,421200,0.967830882352941,1,99316,2030,0,1.75,3,7,1962,0,0,210000,186000,0,0,1,0,2,555882.0
523,650000,350900,0.806295955882353,1,102366,3560,0,3.5,4,9,2005,0,0,188000,524000,0,0,1,0,3,806156.0
524,490000,429600,0.987132352941177,1,207781,1920,400,1.5,3,7,1953,1989,1,220000,188000,0,0,1,0,3,496387.0
525,535000,434200,0.997702205882353,1,409464,1090,0,1.5,3,6,1945,1994,0,264000,73000,0,0,1,0,3,536232.0
526,494000,312000,0.716911764705882,1,60548,2250,0,3.25,3,9,2005,0,0,164000,459000,0,0,1,0,3,689067.0
527,225000,374300,0.860064338235294,1,40755,1880,580,1.0,3,7,1970,0,1,145000,212000,0,0,1,0,3,261608.0
528,1750000,432100,0.992876838235294,1,28525,2680,1520,1.75,3,8,1936,0,0,937000,724000,0,0,1,0,4,1762555.0
529,869000,425200,0.977022058823529,1,5026,3780,920,3.5,4,9,2007,0,0,193000,559000,1,0,1,0,4,889437.0
